H1,H2,H3,H4,H5,ItemCode,WeekStartDate,Sales,Stock,Price,FirstPrice,Discount,DiscountOnPrice,PrevDiscountRate,PrevSales
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163463,2023-01-26,239,2887,319.9900,499.99,0.367952,0.3600072001440028801,0.1948510709344621676,172
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163464,2022-12-01,97,784,399.9900,499.99,0.383135,0.1948510709344621676,0.0000000000000000000,75
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163464,2022-12-29,49,203,399.9900,499.99,0.327937,0.1948510709344621676,0.0000000000000000000,67
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163464,2023-01-26,35,407,319.9900,499.99,0.370671,0.3558849437858322384,0.1948510709344621676,30
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163464,2023-02-02,46,364,269.9900,499.99,0.410244,0.4600092001840036801,0.3558849437858322384,35
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163465,2023-01-05,194,2673,399.9900,499.99,0.207560,0.1948510709344621676,0.0000000000000000000,116
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163465,2023-01-26,337,2133,319.9900,499.99,0.359354,0.3600072001440028801,0.1948510709344621676,167
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163466,2022-11-24,60,1226,429.9900,499.99,0.139766,0.1344633414407418584,0.0000000000000000000,58
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163466,2023-01-05,98,1427,359.9900,499.99,0.289893,0.2753678986623210726,0.1344633414407418584,37
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101163466,2023-01-26,127,1160,299.9900,499.99,0.400673,0.4000080001600032001,0.2753678986623210726,92
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101162266,2022-11-10,133,2464,399.9900,469.99,0.151353,0.1434574926201020004,0.0000000000000000000,68
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101162267,2022-11-10,50,571,329.9900,469.99,0.278894,0.2978786782697504203,0.0000000000000000000,12
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164056,2023-01-05,117,2720,269.9900,449.99,0.402357,0.4000088890864241428,0.2843150137635908818,76
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164057,2022-11-10,198,3162,359.9900,449.99,0.228659,0.1948514314810860532,0.0000000000000000000,89
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164057,2023-01-05,189,2572,299.9900,449.99,0.340514,0.3333407409053534523,0.1948514314810860532,123
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164059,2022-11-10,83,1918,299.9900,369.99,0.184035,0.1891943025487175330,0.0000000000000000000,70
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164060,2022-11-10,138,2465,329.9900,369.99,0.116404,0.1081110300278385903,0.0000000000000000000,85
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164063,2022-11-10,86,1540,259.9900,369.99,0.282050,0.2927790645340590874,0.0000000000000000000,46
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164063,2022-12-01,58,1290,259.9900,369.99,0.314379,0.2927790645340590874,0.0000000000000000000,82
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164063,2023-01-05,89,1257,199.9900,369.99,0.467004,0.4594718776183140085,0.2927790645340590874,37
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101164064,2022-11-10,38,1188,259.9900,359.99,0.253094,0.2777854940415011529,0.0000000000000000000,17
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101164065,2022-11-10,14,1259,259.9900,359.99,0.252697,0.2731334928385691874,0.0000000000000000000,19
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101164065,2023-01-05,36,1362,199.9900,359.99,0.453907,0.4444567904664018445,0.2731334928385691874,21
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000101149902,2023-02-02,1,17,339.9900,379.99,0.098947,0.1052659280507381774,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164067,2022-12-01,35,1860,349.9900,439.99,0.199164,0.1994264691786473408,0.0000000000000000000,18
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164067,2022-12-15,21,1705,349.9900,439.99,0.219115,0.1994264691786473408,0.0000000000000000000,34
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164067,2023-01-05,64,1838,289.9900,439.99,0.342524,0.3409168390190686152,0.1994264691786473408,35
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164072,2022-12-08,155,2821,349.9900,399.99,0.144842,0.1250031250781269532,0.0000000000000000000,97
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164073,2022-11-10,92,2400,349.9900,399.99,0.112957,0.1193671146126479249,0.0000000000000000000,91
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164073,2022-11-24,63,2189,349.9900,399.99,0.107682,0.1193671146126479249,0.0000000000000000000,109
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164073,2022-12-08,84,2022,299.9900,399.99,0.241829,0.2500062501562539064,0.1193671146126479249,58
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164075,2022-12-08,116,2942,349.9900,399.99,0.160610,0.1250031250781269532,0.0000000000000000000,65
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164087,2022-11-10,171,3115,289.9900,359.99,0.208651,0.1944498458290508070,0.0000000000000000000,103
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164091,2022-11-10,119,3293,289.9900,359.99,0.254080,0.1892609939648082012,0.0000000000000000000,78
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164091,2023-01-05,116,2592,239.9900,359.99,0.341952,0.3333425928498013834,0.1892609939648082012,131
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164092,2022-12-15,28,809,319.9900,379.99,0.192424,0.1578988920761072660,0.0000000000000000000,25
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164095,2022-12-15,37,883,319.9900,379.99,0.167676,0.1578988920761072660,0.0000000000000000000,119
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164096,2022-12-15,17,522,319.9900,379.99,0.143200,0.1578988920761072660,0.0000000000000000000,12
AYAKKABI,AKTIFSPOR,LEISURE,BOT,SNEAKER HI,000000000101165392,2023-02-02,8,196,449.9900,549.99,0.303100,0.1818214876634120621,0.0000000000000000000,9
AYAKKABI,AKTIFSPOR,LEISURE,BOT,SNEAKER HI,000000000101165393,2023-02-09,11,182,449.9900,549.99,0.006091,0.1818214876634120621,0.0000000000000000000,27
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101165399,2022-12-08,131,1710,439.9900,549.99,0.274480,0.2000036364297532683,0.0000000000000000000,74
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101165400,2022-12-08,131,1683,439.9900,549.99,0.438590,0.2000036364297532683,0.0000000000000000000,151
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165425,2023-01-05,37,648,549.9900,699.99,0.237190,0.2092278336895496023,0.0000000000000000000,67
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165425,2023-01-26,28,449,479.9900,699.99,0.392794,0.3098733708618197652,0.2092278336895496023,16
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165454,2023-01-05,153,2827,399.9900,489.99,0.186137,0.1784191247913666384,0.0000000000000000000,129
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165454,2023-01-26,226,2670,319.9900,489.99,0.347087,0.3427394702820022060,0.1784191247913666384,125
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165455,2022-12-08,156,3947,419.9900,489.99,0.312164,0.1373390938768049393,0.0000000000000000000,124
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165455,2023-01-05,121,4035,349.9900,489.99,0.282510,0.2811193129939652717,0.1373390938768049393,100
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165455,2023-02-02,549,3722,249.9900,489.99,0.474674,0.4898059144064164575,0.2811193129939652717,92
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165475,2022-11-10,91,1878,419.9900,519.99,0.220464,0.1871089494195958618,0.0000000000000000000,41
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165475,2023-01-05,42,1151,349.9900,519.99,0.401416,0.3269293640262312737,0.1871089494195958618,22
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165476,2022-11-10,53,1458,419.9900,519.99,0.181454,0.1923113906036654552,0.0000000000000000000,71
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165482,2022-12-08,41,1035,479.9900,599.99,0.206597,0.2000033333888898149,0.0000000000000000000,49
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164167,2022-12-15,112,1911,519.9900,599.99,0.309610,0.1333355555925932099,0.0000000000000000000,83
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164169,2023-01-05,109,1640,549.9900,699.99,0.224261,0.2092278336895496023,0.0000000000000000000,70
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164169,2023-01-26,104,1352,479.9900,699.99,0.340412,0.3098733708618197652,0.2092278336895496023,56
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164186,2023-01-26,100,1534,699.9900,799.99,0.120316,0.1250015625195314942,0.0000000000000000000,64
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164187,2023-01-26,178,1229,699.9900,799.99,0.130440,0.1250015625195314942,0.0000000000000000000,114
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164202,2023-01-26,87,1061,549.9900,699.99,0.230696,0.2092278336895496023,0.0000000000000000000,78
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164203,2023-01-05,84,1039,499.9900,699.99,0.308091,0.2811175252814170638,0.0000000000000000000,32
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164203,2023-01-26,97,764,419.9900,699.99,0.436904,0.3961410628847492853,0.2811175252814170638,32
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164204,2022-12-08,95,1528,519.9900,649.99,0.202030,0.1948501548853259950,0.0000000000000000000,56
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164204,2023-01-26,126,1377,399.9900,649.99,0.389928,0.3806575285104720675,0.2722699078313579407,76
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164205,2022-12-15,138,2097,569.9900,649.99,0.190987,0.1174304019392940494,0.0000000000000000000,119
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164205,2023-01-05,102,1832,469.9900,649.99,0.274056,0.2722699078313579407,0.1174304019392940494,84
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164205,2023-01-26,144,1869,399.9900,649.99,0.400725,0.3806575285104720675,0.2722699078313579407,72
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164211,2023-01-05,123,1601,849.9900,1049.99,0.195426,0.1852636691778016934,0.0000000000000000000,142
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164213,2023-01-05,100,1253,749.9900,979.99,0.243793,0.2297667633698125580,0.0962578588867588268,97
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164213,2023-02-02,76,868,649.9900,979.99,0.299426,0.3367381299809181727,0.2297667633698125580,76
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165005,2022-12-15,141,2782,439.9900,519.99,0.275230,0.1538491124829323641,0.0000000000000000000,116
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165006,2022-11-10,164,1910,419.9900,519.99,0.286965,0.1871089494195958618,0.0000000000000000000,60
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165006,2023-01-05,42,908,349.9900,519.99,0.349208,0.3269293640262312737,0.1871089494195958618,41
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165029,2023-01-26,227,1593,699.9900,899.99,0.234462,0.2172148531118944800,0.0000000000000000000,178
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165029,2023-02-02,263,1352,599.9900,899.99,0.255080,0.3333370370781897577,0.2172148531118944800,227
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165030,2023-01-05,62,877,749.9900,899.99,0.221045,0.1613008260478256522,0.0000000000000000000,54
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165030,2023-01-26,52,651,649.9900,899.99,0.343778,0.2777808642318247981,0.1613008260478256522,25
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165031,2023-01-05,257,2582,799.9900,999.99,0.204074,0.1948490137075283797,0.0000000000000000000,150
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165031,2023-01-26,229,1946,699.9900,999.99,0.312800,0.2954941505936798499,0.1948490137075283797,107
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165031,2023-02-02,464,1725,599.9900,999.99,0.326533,0.4000040000400004001,0.2954941505936798499,229
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165033,2023-02-02,91,708,699.9900,799.99,0.120928,0.1250015625195314942,0.0000000000000000000,73
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164023,2022-12-08,158,2085,299.9900,389.99,0.319727,0.2307751480807200185,0.0967862052204237121,121
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164025,2022-11-10,16,874,319.9900,389.99,0.209672,0.1794917818405600144,0.0000000000000000000,20
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164027,2022-11-10,140,2134,319.9900,389.99,0.222090,0.1794917818405600144,0.0000000000000000000,87
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164037,2022-11-10,103,2039,299.9900,339.99,0.128609,0.1119671678323019731,0.0000000000000000000,81
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164037,2022-11-24,97,1912,299.9900,339.99,0.105855,0.1119671678323019731,0.0000000000000000000,97
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164038,2022-12-08,124,2274,269.9900,339.99,0.221009,0.2058884084826024295,0.0000000000000000000,80
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164056,2022-11-10,108,2992,319.9900,449.99,0.322516,0.2843150137635908818,0.0000000000000000000,33
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165701,2022-11-10,149,2693,759.9900,849.99,0.101167,0.1001244515920136145,0.0000000000000000000,125
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165701,2022-12-08,234,2345,649.9900,849.99,0.320800,0.2352968858457158320,0.1001244515920136145,176
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165706,2022-11-03,39,3138,749.9900,849.99,0.091766,0.1119650000997454190,0.0000000000000000000,21
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165706,2022-12-08,44,3116,649.9900,849.99,0.243336,0.2352968858457158320,0.1119650000997454190,20
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165708,2022-12-08,93,2700,699.9900,849.99,0.170961,0.1764726643842868740,0.0527618739248594741,62
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165687,2022-12-08,53,1712,719.9900,929.99,0.225759,0.2258088796653727460,0.0801352702717233519,35
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165688,2022-12-08,27,2201,719.9900,929.99,0.220422,0.2208221500277936603,0.0801352702717233519,17
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165688,2023-01-05,60,2162,629.9900,929.99,0.324385,0.3225841138076753514,0.2208221500277936603,47
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165692,2023-02-02,87,3340,649.9900,799.99,0.414161,0.1875023437792972413,0.0000000000000000000,61
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165693,2023-01-05,71,3306,649.9900,799.99,0.261856,0.1875023437792972413,0.0000000000000000000,72
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165697,2022-12-01,22,423,679.9900,849.99,0.203490,0.2000023529688584572,0.0000000000000000000,16
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165699,2022-12-15,45,700,759.9900,849.99,0.107350,0.1058835986305721244,0.0000000000000000000,30
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101168374,2023-01-26,8,91,999.9900,1199.99,0.224066,0.1613003477927533455,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101168375,2023-01-26,3,52,899.9900,1099.99,0.243735,0.1765497275271672431,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101168428,2023-01-26,3,39,899.9900,1099.99,0.176870,0.1818198347257702343,0.0000000000000000000,3
AYAKKABI,ERKEK,DRESS,AYAKKABI,INFORMAL BAGCIKLI,000000000101168434,2022-11-10,144,1750,359.9900,479.99,0.239681,0.2451742654058916083,0.0000000000000000000,100
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164795,2023-01-26,126,1061,849.9900,1049.99,0.201577,0.1852636691778016934,0.0000000000000000000,29
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164795,2023-02-02,249,912,749.9900,1049.99,0.295977,0.2857170068286364633,0.1852636691778016934,126
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164797,2023-01-05,280,6723,799.9900,1049.99,0.243069,0.2331899020156299626,0.0894112035021451551,161
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164799,2023-01-05,318,3722,849.9900,1049.99,0.188063,0.1852636691778016934,0.0000000000000000000,147
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164799,2023-01-26,357,3165,749.9900,1049.99,0.282225,0.2857170068286364633,0.1852636691778016934,155
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164801,2022-11-10,80,1819,459.9900,519.99,0.120098,0.1096887732790847985,0.0000000000000000000,81
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164801,2022-12-08,65,1578,399.9900,519.99,0.242815,0.2307736687243985462,0.1096887732790847985,61
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101164802,2022-12-01,67,1508,419.9900,519.99,0.211068,0.1923113906036654552,0.0000000000000000000,52
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101164821,2022-12-08,74,935,419.9900,529.99,0.365635,0.2075510858695447084,0.0000000000000000000,42
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163910,2022-12-15,93,1636,309.9900,369.99,0.164655,0.1621665450417578854,0.0000000000000000000,71
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163924,2023-02-02,5,175,319.9900,379.99,0.151008,0.1578988920761072660,0.0000000000000000000,34
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163925,2023-02-02,106,1629,319.9900,379.99,0.162930,0.1578988920761072660,0.0000000000000000000,125
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101163929,2022-12-15,49,1327,299.9900,359.99,0.146556,0.1666712964249006917,0.0000000000000000000,87
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163952,2022-11-10,64,1245,289.9900,359.99,0.200801,0.1944498458290508070,0.0000000000000000000,58
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163954,2022-11-10,71,1258,319.9900,359.99,0.114166,0.1053887970318016081,0.0000000000000000000,55
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163954,2023-01-05,57,894,269.9900,359.99,0.246897,0.2500069446373510376,0.1053887970318016081,33
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163957,2023-02-02,54,775,299.9900,359.99,0.197062,0.1666712964249006917,0.0000000000000000000,75
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101163959,2022-12-08,119,1717,299.9900,359.99,0.219674,0.1666712964249006917,0.0000000000000000000,75
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101163981,2022-12-15,55,1212,329.9900,399.99,0.173646,0.1750043751093777345,0.0000000000000000000,33
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165483,2022-12-08,21,481,479.9900,599.99,0.313395,0.2000033333888898149,0.0000000000000000000,168
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165491,2022-12-15,25,654,449.9900,529.99,0.251258,0.1509462442687597880,0.0000000000000000000,31
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165492,2022-12-15,25,896,669.9900,749.99,0.127177,0.1009139542150417079,0.0000000000000000000,12
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101165492,2023-01-05,52,1212,549.9900,749.99,0.261111,0.2666702222696302618,0.1009139542150417079,30
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165493,2022-11-10,27,425,539.9900,679.99,0.336805,0.2007703757791834535,0.0000000000000000000,18
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165493,2023-01-05,12,355,449.9900,679.99,0.347684,0.3382402682392388124,0.2007703757791834535,21
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165494,2022-12-01,27,359,539.9900,679.99,0.457698,0.2007703757791834535,0.0000000000000000000,35
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165494,2022-12-29,16,104,539.9900,679.99,0.453317,0.2007703757791834535,0.0000000000000000000,23
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165494,2023-01-05,13,354,449.9900,679.99,0.324700,0.3382402682392388124,0.2007703757791834535,16
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165495,2023-02-02,8,401,449.9900,649.99,0.304338,0.3076970414929460454,0.0000000000000000000,12
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101165496,2023-02-02,11,166,449.9900,649.99,0.295672,0.3076970414929460454,0.0000000000000000000,15
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101165501,2023-01-05,158,1435,799.9900,999.99,0.202909,0.2000020000200002001,0.0000000000000000000,78
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165502,2023-01-26,207,1741,899.9900,1099.99,0.184575,0.1818198347257702343,0.0000000000000000000,211
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101165503,2023-01-26,165,2590,799.9900,1099.99,0.271535,0.2727297520886553515,0.0942038208252486090,49
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164223,2023-01-26,32,293,699.9900,899.99,0.214930,0.2172148531118944800,0.0000000000000000000,23
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164223,2023-02-02,50,261,599.9900,899.99,0.217383,0.3333370370781897577,0.2172148531118944800,32
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164224,2023-01-26,161,2092,699.9900,899.99,0.217263,0.2172148531118944800,0.0000000000000000000,95
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101164224,2023-02-02,318,2092,599.9900,899.99,0.333942,0.3333370370781897577,0.2172148531118944800,161
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164226,2023-01-26,12,63,799.9900,999.99,0.211406,0.1948490137075283797,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101164226,2023-02-02,8,45,699.9900,999.99,0.232466,0.3000030000300003001,0.1948490137075283797,12
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101165870,2023-02-02,78,1138,599.9900,749.99,0.242484,0.2000026667022226964,0.0000000000000000000,63
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101165871,2023-01-05,63,1786,599.9900,749.99,0.326286,0.2000026667022226964,0.0000000000000000000,57
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101165872,2023-01-05,25,715,599.9900,749.99,0.199062,0.2000026667022226964,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101165899,2023-02-02,76,1781,599.9900,749.99,0.321025,0.2000026667022226964,0.0000000000000000000,77
