H1,H2,H3,H4,H5,ItemCode,WeekStartDate,Sales,Stock,Price,FirstPrice,Discount,DiscountOnPrice,PrevDiscountRate,PrevSales
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000100001656,2022-12-01,223,2688,99.9900,129.99,0.227973,0.2307869836141241634,0.0000000000000000000,134
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000100001991,2022-12-01,163,2685,79.9900,99.99,0.215913,0.2000200020002000201,0.0000000000000000000,129
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100002045,2023-01-05,107,2119,479.9900,599.99,0.196706,0.2000033333888898149,0.0000000000000000000,51
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100002047,2023-01-05,85,2060,479.9900,599.99,0.267721,0.2000033333888898149,0.0000000000000000000,53
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100002048,2023-01-05,20,1618,479.9900,599.99,0.197360,0.2000033333888898149,0.0000000000000000000,10
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100002049,2023-01-05,14,1163,479.9900,599.99,0.195510,0.2000033333888898149,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100002050,2023-01-05,31,1798,479.9900,599.99,0.257760,0.2000033333888898149,0.0000000000000000000,19
AYAKKABI,ERKEK,CASUAL,BOT,BASIC GUNLUK BOT,000000000100018236,2023-02-23,1,23,299.9900,389.99,0.225176,0.2307751480807200185,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101032717,2022-11-10,7,390,259.9900,329.99,0.246166,0.2070527170125049903,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101032718,2022-11-17,1,121,259.9900,329.99,0.248990,0.2070527170125049903,0.0000000000000000000,2
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101032719,2022-11-10,2,54,279.9900,329.99,0.352748,0.1460544917698428280,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101032721,2022-11-10,37,745,209.9900,319.99,0.385631,0.3395337082544699088,0.0000000000000000000,18
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101032724,2022-11-17,5,415,209.9900,299.99,0.331138,0.2955011543863056305,0.0000000000000000000,6
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000100001550,2022-11-10,29,482,249.9900,329.99,0.274432,0.2375519943292089221,0.0000000000000000000,11
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000100001550,2022-12-01,31,415,189.9900,329.99,0.420273,0.4242552804630443347,0.2375519943292089221,9
AYAKKABI,KADIN,CASUAL,BOT,BASIC GUNLUK BOT,000000000100001610,2023-02-02,69,377,429.9900,529.99,0.239206,0.1886828053359497350,0.0000000000000000000,15
AYAKKABI,KADIN,CASUAL,BOT,BASIC GUNLUK BOT,000000000100001611,2022-12-15,24,1102,429.9900,529.99,0.164002,0.1834569068981613271,0.0000000000000000000,4
AYAKKABI,KADIN,CASUAL,BOT,BASIC GUNLUK BOT,000000000100001611,2023-01-05,46,1078,349.9900,529.99,0.334082,0.3353754828844186560,0.1834569068981613271,22
AYAKKABI,KADIN,CASUAL,BOT,BASIC GUNLUK BOT,000000000100001611,2023-02-02,157,934,279.9900,529.99,0.473180,0.4717070133398743373,0.3353754828844186560,41
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000100001617,2022-12-15,21,213,299.9900,379.99,0.204785,0.2105318561014763547,0.0000000000000000000,24
AYAKKABI,KADIN,CASUAL,AYAKKABI,HAVUZ TABAN SNEAKER,000000000100001618,2023-01-05,20,276,299.9900,379.99,0.215941,0.2105318561014763547,0.0000000000000000000,18
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000100284850,2023-01-26,3,8,379.9900,479.99,0.427827,0.2083376737015354487,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000100284863,2023-02-02,1,32,329.9900,479.99,0.307051,0.3125065105523031730,0.2032383826836972148,0
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000100000410,2022-11-24,205,2898,99.9900,129.99,0.231975,0.2258325891289296502,0.0000000000000000000,87
AYAKKABI,KADIN,COMFORT,TERLIK,EV ICI TERLIK,000000000100000410,2022-12-08,237,2487,79.9900,129.99,0.376108,0.3846449726902069390,0.2258325891289296502,124
AYAKKABI,KADIN,CASUAL,BOT,CHELSEA BOT,000000000100002315,2023-02-23,1,67,799.9900,959.00,0.584033,0.1604348959513986490,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000100198690,2023-02-02,1,1,329.9900,479.99,0.307051,0.3125065105523031730,0.2032383826836972148,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100406509,2022-11-10,5,198,579.9900,649.99,0.174235,0.1019463844594264661,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100406509,2022-12-08,11,180,499.9900,649.99,0.367884,0.2307727811197095340,0.1019463844594264661,2
AYAKKABI,ERKEK,CASUAL,BOT,OUTDOOR HI,000000000100427819,2023-01-05,2,22,479.9900,579.99,0.167902,0.1670860891904433135,0.0000000000000000000,3
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100428973,2022-11-10,1,28,419.9900,469.99,0.370940,0.1063852422391965787,0.0000000000000000000,0
AYAKKABI,ERKEK,CASUAL,AYAKKABI,ATHLETIC,000000000100419889,2022-11-24,1,5,399.9900,499.99,0.430424,0.1948510709344621676,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100786529,2022-12-08,1,108,399.9900,499.99,0.195637,0.2000040000800016001,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100786804,2022-11-10,7,185,199.9900,249.99,0.428549,0.2000080003200128006,0.0338178744541085992,5
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100786824,2022-12-08,5,115,519.9900,649.99,0.272899,0.2000030769704149295,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100786826,2022-11-10,11,135,579.9900,649.99,0.220420,0.1019463844594264661,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100786826,2022-12-08,5,106,499.9900,649.99,0.264538,0.2307727811197095340,0.1019463844594264661,-1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032784,2022-12-08,1,15,459.9900,569.99,0.187629,0.1929858418568746821,0.0000000000000000000,3
AYAKKABI,ERKEK,DRESS,AYAKKABI,INFORMAL BAGCIKLI,000000000101032815,2022-11-10,1,26,359.9900,479.99,0.422543,0.2451742654058916083,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032850,2022-12-08,7,232,289.9900,379.99,0.395212,0.2368483381141608990,0.0995026184899602622,4
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032935,2023-02-02,3,66,399.9900,499.99,0.195637,0.2000040000800016001,0.0000000000000000000,5
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101037828,2022-12-08,9,150,299.9900,389.99,0.296712,0.2307751480807200185,0.0967862052204237121,9
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101037830,2022-11-24,15,473,319.9900,389.99,0.207895,0.1742068079783539601,0.0000000000000000000,16
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101037830,2023-01-05,13,362,269.9900,389.99,0.401837,0.3077001974409600247,0.1742068079783539601,13
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101037902,2022-12-15,5,233,409.9900,489.99,0.157037,0.1578789984178914033,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101037902,2023-01-05,2,258,329.9900,489.99,0.485349,0.3221993439085269709,0.1578789984178914033,1
AYAKKABI,AKTIFSPOR,OUTDOOR,BOT,OUTDOOR HI,000000000101037902,2023-01-26,8,228,279.9900,489.99,0.491450,0.4285801751056144003,0.3221993439085269709,7
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101037906,2022-12-08,20,459,359.9900,439.99,0.243190,0.1765521844864063117,0.0000000000000000000,7
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101037906,2023-01-05,13,366,299.9900,439.99,0.467722,0.3137973985574770969,0.1765521844864063117,8
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101037906,2023-02-02,16,300,249.9900,439.99,0.436592,0.4318279960908202460,0.3137973985574770969,8
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101037908,2022-12-01,14,330,349.9900,439.99,0.320990,0.1994264691786473408,0.0000000000000000000,6
AYAKKABI,AKTIFSPOR,OUTDOOR,AYAKKABI,OUTDOOR,000000000101037908,2023-01-05,7,258,289.9900,439.99,0.446981,0.3366714362085304311,0.1994264691786473408,8
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101037939,2023-02-02,7,123,289.9900,389.99,0.250260,0.2564168312008000206,0.0000000000000000000,7
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101037941,2022-12-08,5,219,309.9900,389.99,0.275902,0.2051334649606400165,0.0000000000000000000,6
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100372001,2022-11-10,4,177,269.9900,329.99,0.226756,0.1818236916270190006,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100373697,2022-11-10,2,73,299.9900,349.99,0.208052,0.1373402594111384549,0.0000000000000000000,-1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100373697,2022-12-08,3,63,259.9900,349.99,0.425450,0.2571502042915511872,0.1373402594111384549,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100377759,2022-12-08,1,3,219.9900,269.99,0.380010,0.1851920441497833254,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,AYAKKABI,ATHLETIC,000000000100379720,2022-11-17,1,25,219.9900,259.99,0.147125,0.1484020288405741358,0.0000000000000000000,0
AYAKKABI,ERKEK,COMFORT,BOT,CASUAL COMFORT BOT,000000000100413973,2023-02-02,1,12,499.9900,659.99,0.237472,0.2424279155744784012,0.0000000000000000000,0
AYAKKABI,ERKEK,CASUAL,BOT,BASIC GUNLUK BOT,000000000100413977,2023-02-02,12,22,249.9900,349.99,0.277930,0.2857224492128346525,0.0000000000000000000,0
AYAKKABI,ERKEK,CASUAL,BOT,BASIC GUNLUK BOT,000000000100413979,2023-01-05,7,168,299.9900,369.99,0.210572,0.1891943025487175330,0.0000000000000000000,4
AYAKKABI,COCUK,NULL,BOT,BIKER BOT,000000000100414589,2023-02-02,1,79,329.9900,429.99,0.613237,0.2325635479894881277,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,CIZME,KAR CIZMESI,000000000100434487,2023-02-02,1,1,379.9900,479.99,0.592383,0.2083376737015354487,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100435052,2023-02-02,1,44,239.9900,299.99,0.195626,0.2000066668888962966,0.0000000000000000000,3
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100435053,2023-02-02,1,29,239.9900,299.99,0.195626,0.2000066668888962966,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100435580,2022-12-15,5,111,379.9900,499.99,0.234768,0.2351094847983916201,0.0000000000000000000,12
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100435580,2023-01-19,2,93,279.9900,499.99,0.603253,0.4364017715136911434,0.2351094847983916201,0
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100435580,2023-02-23,7,55,199.9900,499.99,0.597819,0.6000120002400048001,0.4364017715136911434,2
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100430914,2022-12-01,5,251,319.9900,399.99,0.316288,0.2000050001250031251,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100430969,2022-11-10,6,156,349.9900,399.99,0.132678,0.1250031250781269532,0.0000000000000000000,6
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100430977,2022-11-10,33,736,349.9900,399.99,0.284321,0.1193671146126479249,0.0000000000000000000,18
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100430977,2022-12-08,23,577,299.9900,399.99,0.325125,0.2500062501562539064,0.1193671146126479249,24
AYAKKABI,ERKEK,CASUAL,AYAKKABI,OUTDOOR,000000000100432082,2022-12-08,1,12,419.9900,579.99,0.407786,0.2758668252900912085,0.0976752222864412206,0
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100432250,2023-02-02,2,7,349.9900,649.99,0.692303,0.4615455622394190680,0.2258180226184081762,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100433945,2022-11-10,2,65,299.9900,389.99,0.315758,0.2307751480807200185,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,TERLIK,PANDUF,000000000100434472,2023-01-05,2,104,59.9900,109.99,0.446591,0.4545867806164196746,0.1818347122465678699,2
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100511822,2022-12-08,5,145,259.9900,349.99,0.286937,0.2571502042915511872,0.1373402594111384549,1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100253794,2022-11-10,15,717,349.9900,499.99,0.436221,0.3000060001200024001,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100253882,2022-11-10,6,186,559.9900,629.99,0.162341,0.1053872835800706292,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100253882,2022-12-08,7,159,479.9900,629.99,0.285457,0.2380990174447213448,0.1053872835800706292,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101033607,2023-02-02,3,25,399.9900,599.99,0.329699,0.3333388889814830248,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000101033610,2023-02-02,4,21,399.9900,599.99,0.329699,0.3333388889814830248,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101033623,2022-11-10,2,51,469.9900,529.99,0.228862,0.1074977214500355627,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101033623,2022-12-08,3,44,399.9900,529.99,0.241167,0.2452876469367346554,0.1074977214500355627,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101033662,2022-11-10,24,551,299.9900,379.99,0.231364,0.2054467680499601249,0.0000000000000000000,14
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101033662,2022-12-08,21,418,299.9900,379.99,0.226852,0.2054467680499601249,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101033662,2023-01-05,9,353,249.9900,379.99,0.430128,0.3421142661648990763,0.2054467680499601249,13
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100423571,2023-01-05,2,87,179.9900,249.99,0.273884,0.2800112004480179208,0.0000000000000000000,3
AYAKKABI,AKTIFCOCUK,ATHLETIC,AYAKKABI,KOSU-YURUYUS,000000000100425178,2022-11-10,1,2,249.9900,299.99,0.405778,0.1666722224074135805,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000100425326,2023-01-19,2,74,179.9900,349.99,0.481352,0.4857281636618189092,0.2523652849708749443,0
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100425341,2022-12-08,15,259,279.9900,359.99,0.243136,0.2172185942363133276,0.0000000000000000000,8
AYAKKABI,COCUK,NULL,BOT,WORKER BOT,000000000100425341,2023-01-05,5,218,219.9900,359.99,0.597212,0.3849635919838352998,0.2172185942363133276,5
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000100425523,2022-12-01,1,35,199.9900,269.99,0.255206,0.2544977511244377812,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000100425523,2022-12-15,3,38,149.9900,269.99,0.440398,0.4444609059594799808,0.2544977511244377812,4
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101039414,2022-12-08,7,198,229.9900,299.99,0.254116,0.2284029032851819699,0.0000000000000000000,6
AYAKKABI,AKTIFCOCUK,OUTDOOR,BOT,OUTDOOR HI,000000000101039414,2023-01-19,6,166,169.9900,299.99,0.498776,0.4333477782592753092,0.2284029032851819699,3
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101039472,2022-12-08,2,37,249.9900,319.99,0.215329,0.2137247495505973693,0.0000000000000000000,3
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101039472,2023-01-19,1,27,179.9900,319.99,0.432727,0.4375136723022594457,0.2137247495505973693,0
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101039473,2022-12-08,4,17,249.9900,319.99,0.215329,0.2137247495505973693,0.0000000000000000000,0
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101039475,2022-12-08,4,64,249.9900,319.99,0.215329,0.2137247495505973693,0.0000000000000000000,5
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101039475,2023-01-05,2,51,249.9900,319.99,0.215329,0.2137247495505973693,0.0000000000000000000,1
AYAKKABI,AKTIFCOCUK,LEISURE,BOT,SNEAKER HI,000000000101039475,2023-01-19,1,49,179.9900,319.99,0.432727,0.4375136723022594457,0.2137247495505973693,1
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000100558511,2022-12-15,1,19,129.9900,219.99,0.407088,0.4091095049774989773,0.2223060534372115729,0
AYAKKABI,COCUK,NULL,BOT,FASHION BOT,000000000100558517,2022-12-15,2,10,299.9900,399.99,0.244547,0.2451754228638324654,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,ROCK BOT,000000000100558574,2022-12-08,2,43,359.9900,449.99,0.195635,0.1948514314810860532,0.0000000000000000000,4
AYAKKABI,COCUK,NULL,AYAKKABI,ATHLETIC,000000000100558831,2022-11-10,2,54,269.9900,319.99,0.225520,0.1508202701986610995,0.0000000000000000000,4
AYAKKABI,COCUK,NULL,AYAKKABI,ATHLETIC,000000000100558831,2022-12-15,1,44,229.9900,319.99,0.276472,0.2812587893371667865,0.1562548829650926592,1
AYAKKABI,COCUK,NULL,BOT,OUTDOOR HI,000000000100560054,2023-01-26,1,40,129.9900,219.99,0.407088,0.4091095049774989773,0.2223060534372115729,1
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047963,2022-12-08,4,122,219.9900,289.99,0.227860,0.2365014085942993537,0.0000000000000000000,2
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047963,2023-01-26,3,96,169.9900,289.99,0.467748,0.4138073726680230353,0.2365014085942993537,3
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047966,2022-12-01,5,60,219.9900,279.99,0.208047,0.2092326278733557255,0.0000000000000000000,-1
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047966,2022-12-15,6,2,169.9900,279.99,0.390507,0.3928711739704989464,0.2092326278733557255,4
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047967,2022-12-01,4,60,199.9900,279.99,0.281807,0.2811237823711095273,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047969,2022-12-08,5,198,219.9900,279.99,0.208047,0.2092326278733557255,0.0000000000000000000,16
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047969,2023-01-05,3,173,169.9900,279.99,0.428034,0.3928711739704989464,0.2092326278733557255,4
AYAKKABI,COCUK,NULL,BOT,ATHLETIC BOT,000000000101047971,2022-12-08,10,265,199.9900,279.99,0.299665,0.2811237823711095273,0.0000000000000000000,2
AYAKKABI,COCUK,NULL,AYAKKABI,FASHION SNEAKER,000000000101047990,2022-11-10,8,536,189.9900,269.99,0.373971,0.2917744940633872108,0.0000000000000000000,0
AYAKKABI,COCUK,NULL,AYAKKABI,FASHION SNEAKER,000000000101047990,2022-12-15,7,10,159.9900,269.99,0.387486,0.4074224971295233157,0.2963072706396533205,4
AYAKKABI,COCUK,NULL,AYAKKABI,FASHION SNEAKER,000000000101047991,2022-12-15,7,9,159.9900,269.99,0.420269,0.4074224971295233157,0.2963072706396533205,3
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101084866,2022-11-10,6,416,469.9900,529.99,0.069576,0.1074977214500355627,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101084866,2022-12-01,2,401,469.9900,529.99,0.107859,0.1074977214500355627,0.0000000000000000000,4
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101084866,2022-12-08,6,397,399.9900,529.99,0.111619,0.2452876469367346554,0.1074977214500355627,2
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100785221,2022-11-10,19,299,299.9900,389.99,0.310257,0.2307751480807200185,0.0000000000000000000,8
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100785230,2022-11-10,1,33,299.9900,349.99,0.136622,0.1373402594111384549,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100785230,2022-12-01,2,28,299.9900,349.99,0.136622,0.1373402594111384549,0.0000000000000000000,2
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100785230,2022-12-08,1,26,259.9900,349.99,0.267060,0.2571502042915511872,0.1373402594111384549,2
AYAKKABI,AKTIFSPOR,OUTDOOR,KURKLU BOT,OUTDOOR HI,000000000101035196,2022-12-08,24,290,359.9900,429.99,0.158116,0.1574017899304028304,0.0000000000000000000,9
AYAKKABI,AKTIFSPOR,OUTDOOR,KURKLU BOT,OUTDOOR HI,000000000101035196,2023-02-23,3,164,249.9900,429.99,0.502011,0.4186143863810786298,0.1574017899304028304,4
AYAKKABI,AKTIFCOCUK,LEISURE,AYAKKABI,SNEAKER,000000000101032725,2022-11-10,15,1133,209.9900,299.99,0.482834,0.3000100003333444449,0.0000000000000000000,7
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032734,2022-12-08,2,18,379.9900,499.99,0.354335,0.2400048000960019201,0.1143342432066032626,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032736,2022-11-24,9,160,429.9900,499.99,0.164960,0.1400028000560011201,0.0000000000000000000,1
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032738,2022-12-08,1,33,419.9900,529.99,0.202200,0.2075510858695447084,0.0000000000000000000,3
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000101032757,2022-12-08,3,157,429.9900,529.99,0.239800,0.1886828053359497350,0.0000000000000000000,3
AYAKKABI,ERKEK,CASUAL,BOT,OUTDOOR HI,000000000100418825,2023-01-19,1,14,399.9900,449.99,0.106261,0.1111135803017844841,0.0000000000000000000,2
AYAKKABI,ERKEK,CASUAL,BOT,BIKER BOT,000000000100418990,2023-01-26,12,201,399.9900,569.99,0.288540,0.2982508465060790541,0.0995017456446604327,6
AYAKKABI,KADIN,CASUAL,BOT,BASIC GUNLUK BOT,000000000100419133,2023-01-26,5,42,379.9900,469.99,0.483338,0.1914934360305538416,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,LEISURE,AYAKKABI,SNEAKER,000000000100549061,2022-12-08,1,16,419.9900,529.99,0.368323,0.2075510858695447084,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502149,2022-11-10,27,193,239.9900,299.99,0.328883,0.2000066668888962966,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502375,2022-11-10,1,37,399.9900,449.99,0.106261,0.1053880907498427502,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502375,2022-12-08,1,32,339.9900,449.99,0.239114,0.2444498766639258651,0.1053880907498427502,1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100502377,2022-11-10,7,41,319.9900,449.99,0.303298,0.2888953087846396587,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785803,2022-12-08,1,27,259.9900,349.99,0.251532,0.2571502042915511872,0.0223149232835223864,2
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785807,2022-11-10,17,493,299.9900,349.99,0.299396,0.1373402594111384549,0.0000000000000000000,10
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785807,2022-12-08,16,423,259.9900,349.99,0.427585,0.2571502042915511872,0.1373402594111384549,10
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,KOSU,000000000100785871,2022-11-10,5,110,259.9900,369.99,0.359560,0.2973053325765561232,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000100786274,2022-12-08,6,127,199.9900,239.99,0.252687,0.1666736114004750198,0.0000000000000000000,5
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,BASKETBOL,000000000100786363,2022-12-15,1,79,409.9900,489.99,0.157037,0.1632686381354721525,0.0000000000000000000,0
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101032585,2022-11-10,14,412,439.9900,499.99,0.125604,0.1143342432066032626,0.0000000000000000000,-1
AYAKKABI,AKTIFSPOR,ATHLETIC,AYAKKABI,SPORT COMFORT,000000000101032585,2022-12-08,15,410,379.9900,499.99,0.297523,0.2400048000960019201,0.1143342432066032626,9
